# This file contains the data of initial population
# of objectives = 2, # of constraints = 2, # of real_var = 2, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
9.372373e-01	5.830388e-01	1.282808e-01	5.594668e-02	9.372373e-01	2.408646e-01	0.000000e+00	1	5.799502e-02
4.150539e-01	1.613839e+00	1.354460e+00	1.505557e+00	4.150539e-01	9.884384e-01	0.000000e+00	13	1.000000e+14
6.687407e-01	9.910473e-01	6.585552e-01	6.582116e-01	6.687407e-01	5.330111e-01	0.000000e+00	8	1.422593e-01
1.641136e-01	1.755890e+00	1.236501e+00	1.531580e+00	1.641136e-01	9.131619e-01	0.000000e+00	9	1.000000e+14
6.324599e-02	1.164907e+00	4.049592e-01	6.302817e-01	6.324599e-02	2.265498e-01	0.000000e+00	3	1.431417e-01
7.135216e-01	1.272119e+00	1.181146e+00	1.156803e+00	7.135216e-01	8.650111e-01	0.000000e+00	13	7.403198e-02
7.938406e-01	6.862095e-01	2.288104e-01	1.913234e-01	7.938406e-01	2.774403e-01	0.000000e+00	2	1.746633e-01
1.636881e-01	9.469925e-01	2.059195e-01	3.651688e-01	1.636881e-01	9.907458e-02	0.000000e+00	2	1.796071e-01
3.204135e-01	1.374101e+00	9.046435e-01	1.074616e+00	3.204135e-01	6.655801e-01	0.000000e+00	10	1.129563e-01
3.182097e-01	1.501429e+00	1.078653e+00	1.265382e+00	3.182097e-01	7.930009e-01	0.000000e+00	10	2.853788e-01
4.850696e-01	1.194695e+00	8.102495e-01	8.935258e-01	4.850696e-01	6.136452e-01	0.000000e+00	10	1.473471e-01
3.986325e-01	7.480396e-01	8.167631e-02	1.557523e-01	3.986325e-01	8.145564e-02	0.000000e+00	2	1.648179e-01
2.962571e-01	7.868056e-01	7.643235e-02	1.794827e-01	2.962571e-01	4.476283e-02	0.000000e+00	1	3.815540e-02
4.623651e-01	1.462771e+00	1.189391e+00	1.302936e+00	4.623651e-01	8.724735e-01	0.000000e+00	12	9.748574e-02
3.599585e-01	8.577162e-01	2.145901e-01	3.101740e-01	3.599585e-01	1.674722e-01	0.000000e+00	4	1.945223e-01
7.008975e-01	1.329101e+00	1.263335e+00	1.245036e+00	7.008975e-01	9.161063e-01	0.000000e+00	15	1.000000e+14
4.265532e-01	1.554283e+00	1.281723e+00	1.421293e+00	4.265532e-01	9.371383e-01	0.000000e+00	13	1.238337e-01
4.371282e-01	1.343747e+00	9.839696e-01	1.099857e+00	4.371282e-01	7.300221e-01	0.000000e+00	11	2.264652e-01
8.717396e-01	1.012055e+00	8.903187e-01	7.978663e-01	8.717396e-01	6.934351e-01	0.000000e+00	12	3.094511e-01
3.273762e-01	1.304852e+00	8.154833e-01	9.741150e-01	3.273762e-01	6.009254e-01	0.000000e+00	10	1.631773e-01
2.893486e-01	1.071099e+00	4.599089e-01	6.023916e-01	2.893486e-01	3.311603e-01	0.000000e+00	6	2.363666e-01
6.654992e-01	1.194131e+00	9.949222e-01	9.961001e-01	6.654992e-01	7.475784e-01	0.000000e+00	10	1.887075e-01
1.316258e-01	9.698669e-01	2.138101e-01	3.849823e-01	1.316258e-01	9.388176e-02	0.000000e+00	1	5.549769e-02
8.022930e-01	5.741575e-01	3.286877e-02	-7.206170e-04	8.022930e-01	1.520569e-01	-7.206170e-04	16	1.000000e+14
4.702485e-01	1.244032e+00	8.699528e-01	9.631201e-01	4.702485e-01	6.533186e-01	0.000000e+00	10	1.571406e-01
8.696348e-01	6.374789e-01	1.893292e-01	1.317468e-01	8.696348e-01	2.666147e-01	0.000000e+00	2	7.599303e-02
3.188694e-01	1.639013e+00	1.269941e+00	1.473452e+00	3.188694e-01	9.329699e-01	0.000000e+00	11	1.000000e+14
2.113099e-02	1.793303e+00	1.114128e+00	1.478732e+00	2.113099e-02	8.143114e-01	0.000000e+00	5	1.000000e+14
4.779156e-01	1.139999e+00	7.206999e-01	8.030271e-01	4.779156e-01	5.513102e-01	0.000000e+00	9	1.310807e-01
9.387186e-01	9.441436e-01	8.285457e-01	7.106942e-01	9.387186e-01	6.612715e-01	0.000000e+00	10	9.823444e-02
4.706785e-01	1.178531e+00	7.719087e-01	8.599944e-01	4.706785e-01	5.857857e-01	0.000000e+00	9	7.356880e-02
4.623206e-01	1.525909e+00	1.283837e+00	1.402306e+00	4.623206e-01	9.372011e-01	0.000000e+00	13	1.435441e-01
3.823613e-01	8.721015e-01	2.500196e-01	3.409809e-01	3.823613e-01	1.995118e-01	0.000000e+00	5	1.968828e-01
4.626218e-02	1.100474e+00	3.151094e-01	5.324111e-01	4.626218e-02	1.458145e-01	0.000000e+00	2	1.878088e-01
6.980634e-02	1.228821e+00	4.873135e-01	7.230607e-01	6.980634e-02	2.967816e-01	0.000000e+00	4	8.081673e-02
1.683566e-01	1.038294e+00	3.255278e-01	4.988499e-01	1.683566e-01	1.953317e-01	0.000000e+00	3	1.372731e-01
6.648910e-01	1.361226e+00	1.273323e+00	1.275006e+00	6.648910e-01	9.233661e-01	0.000000e+00	14	2.990954e-01
2.184549e-01	1.093756e+00	4.346955e-01	6.024212e-01	2.184549e-01	2.947758e-01	0.000000e+00	5	1.076226e-01
4.656625e-01	1.404213e+00	1.105498e+00	1.212896e+00	4.656625e-01	8.149354e-01	0.000000e+00	12	1.062280e-01
2.751261e-01	9.839142e-01	3.307967e-01	4.657980e-01	2.751261e-01	2.304514e-01	0.000000e+00	4	1.311053e-01
9.844495e-01	6.271147e-01	2.449714e-01	1.517022e-01	9.844495e-01	3.211632e-01	0.000000e+00	2	1.000000e+14
4.212399e-01	1.138737e+00	6.668936e-01	7.711691e-01	4.212399e-01	5.062006e-01	0.000000e+00	8	1.451773e-01
2.302190e-01	1.118921e+00	4.770759e-01	6.449888e-01	2.302190e-01	3.303206e-01	0.000000e+00	6	2.002355e-01
9.642326e-01	1.234893e+00	1.424888e+00	1.254407e+00	9.642326e-01	9.999372e-01	0.000000e+00	15	1.000000e+00
5.476683e-02	1.476712e+00	7.728667e-01	1.061488e+00	5.476683e-02	5.305103e-01	0.000000e+00	4	1.504372e-01
8.254774e-01	9.078590e-01	6.537877e-01	5.909063e-01	8.254774e-01	5.476206e-01	0.000000e+00	9	1.000000e+14
2.575699e-01	1.070414e+00	4.341066e-01	5.864248e-01	2.575699e-01	3.041438e-01	0.000000e+00	5	7.608505e-02
1.209921e-01	1.021058e+00	2.705465e-01	4.535170e-01	1.209921e-01	1.358286e-01	0.000000e+00	1	7.475394e-02
6.082043e-04	1.823604e+00	1.126112e+00	1.505400e+00	6.082043e-04	8.242123e-01	0.000000e+00	1	1.000000e+14
9.131708e-01	1.082984e+00	1.068652e+00	9.475267e-01	9.131708e-01	7.991059e-01	0.000000e+00	14	1.000000e+14
3.366304e-01	1.039523e+00	4.535806e-01	5.769961e-01	3.366304e-01	3.371215e-01	0.000000e+00	5	1.066240e-01
1.951223e-01	1.240533e+00	6.068137e-01	8.049919e-01	1.951223e-01	4.228672e-01	0.000000e+00	5	1.617555e-01
8.851853e-01	1.234285e+00	1.322230e+00	1.201360e+00	8.851853e-01	9.454515e-01	0.000000e+00	14	7.009046e-01
8.976295e-01	7.605437e-01	4.405819e-01	3.614268e-01	8.976295e-01	4.267693e-01	0.000000e+00	5	1.474956e-01
6.908104e-01	1.273582e+00	1.156988e+00	1.144865e+00	6.908104e-01	8.500788e-01	0.000000e+00	13	1.709022e-01
4.779785e-01	1.087378e+00	6.413306e-01	7.198337e-01	4.779785e-01	4.965434e-01	0.000000e+00	8	7.450384e-02
4.082083e-01	1.469786e+00	1.136371e+00	1.277304e+00	4.082083e-01	8.357942e-01	0.000000e+00	12	1.884729e-01
9.230579e-01	6.629046e-01	2.730318e-01	1.955808e-01	9.230579e-01	3.282158e-01	0.000000e+00	3	4.730708e-02
1.581768e-01	1.664725e+00	1.113583e+00	1.395941e+00	1.581768e-01	8.162091e-01	0.000000e+00	8	1.513644e-01
2.465327e-01	9.760667e-01	2.999179e-01	4.418933e-01	2.465327e-01	1.989036e-01	0.000000e+00	3	1.082086e-01
2.220499e-01	1.029445e+00	3.529673e-01	5.098026e-01	2.220499e-01	2.326437e-01	0.000000e+00	3	7.059866e-02
2.707004e-01	1.707311e+00	1.303708e+00	1.540169e+00	2.707004e-01	9.601512e-01	0.000000e+00	9	1.916045e-01
8.312351e-01	4.356781e-01	-2.038776e-01	-2.352323e-01	8.312351e-01	2.093659e-04	-4.391099e-01	20	1.000000e+14
2.420238e-01	8.222975e-01	9.246114e-02	2.131233e-01	2.420238e-01	3.818084e-02	0.000000e+00	1	3.345077e-02
2.730035e-01	1.149160e+00	5.525164e-01	7.109031e-01	2.730035e-01	3.971464e-01	0.000000e+00	8	2.979558e-01
3.889324e-02	1.740163e+00	1.071289e+00	1.417917e+00	3.889324e-02	7.786340e-01	0.000000e+00	6	1.000000e+14
5.843158e-01	9.039787e-01	4.452995e-01	4.753245e-01	5.843158e-01	3.803726e-01	0.000000e+00	7	1.103957e-01
5.064710e-01	1.382365e+00	1.119007e+00	1.204848e+00	5.064710e-01	8.246199e-01	0.000000e+00	13	1.915465e-01
1.303155e-02	1.657426e+00	9.453985e-01	1.285453e+00	1.303155e-02	6.704065e-01	0.000000e+00	1	1.386998e-01
3.071610e-01	7.375560e-01	1.502374e-02	1.092160e-01	3.071610e-01	2.104788e-03	0.000000e+00	1	4.253723e-02
8.060558e-01	5.991293e-01	7.998750e-02	4.389904e-02	8.060558e-01	1.837281e-01	0.000000e+00	1	1.821332e-01
8.082341e-01	7.257313e-01	3.097423e-01	2.652983e-01	8.082341e-01	3.316066e-01	0.000000e+00	4	2.409202e-01
6.034275e-01	8.310468e-01	3.425037e-01	3.639654e-01	6.034275e-01	3.149769e-01	0.000000e+00	5	9.286830e-02
9.868694e-01	6.449147e-01	2.819859e-01	1.852380e-01	9.868694e-01	3.439926e-01	0.000000e+00	4	1.000000e+14
2.897570e-01	8.798752e-01	1.995356e-01	3.164745e-01	2.897570e-01	1.356192e-01	0.000000e+00	4	9.921693e-02
7.585844e-01	1.167967e+00	1.051989e+00	1.006719e+00	7.585844e-01	7.860314e-01	0.000000e+00	12	3.216712e-01
6.401674e-01	8.880277e-01	4.633515e-01	4.733685e-01	6.401674e-01	4.019596e-01	0.000000e+00	7	1.953108e-01
2.977372e-01	1.287463e+00	7.627946e-01	9.308495e-01	2.977372e-01	5.584875e-01	0.000000e+00	9	2.222813e-01
6.108066e-01	5.802524e-01	-5.888939e-02	-4.557857e-02	6.108066e-01	4.249459e-02	-1.044680e-01	18	1.000000e+14
3.787143e-01	7.994623e-01	1.436440e-01	2.279658e-01	3.787143e-01	1.208316e-01	0.000000e+00	2	9.758034e-02
8.845979e-01	1.061403e+00	9.963299e-01	8.926963e-01	8.845979e-01	7.563628e-01	0.000000e+00	13	3.027033e-01
