# This file contains the data of final feasible population (if found)
# of objectives = 2, # of constraints = 0, # of real_var = 30, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
9.996143e-01	1.205164e-03	
1.023499e-07	1.002468e+00	
6.772183e-01	1.786874e-01	
4.645150e-01	3.206569e-01	
2.187532e-01	5.342315e-01	
7.016695e-01	1.646682e-01	
1.036295e-01	6.859512e-01	
1.773820e-01	5.888855e-01	
2.132888e-02	8.572656e-01	
9.224455e-01	4.128391e-02	
2.010492e-01	5.548316e-01	
1.910978e-01	5.653599e-01	
6.522189e-01	1.984893e-01	
3.487204e-01	4.128941e-01	
5.117582e-04	9.808347e-01	
6.190573e-01	2.147044e-01	
8.383160e-01	8.575068e-02	
4.364767e-01	3.413648e-01	
6.429026e-01	1.998259e-01	
5.385564e-02	7.707872e-01	
2.619851e-03	9.517354e-01	
2.323889e-01	5.211077e-01	
5.844998e-01	2.374924e-01	
3.287699e-01	4.302503e-01	
4.951606e-01	2.983684e-01	
8.611459e-01	7.385839e-02	
3.161111e-02	8.318522e-01	
4.180230e-01	3.560385e-01	
7.357524e-01	1.438107e-01	
1.598376e-02	8.763336e-01	
5.620009e-01	2.521780e-01	
3.873552e-01	3.796598e-01	
4.565790e-02	7.965844e-01	
5.428486e-01	2.655751e-01	
8.477044e-02	7.236547e-01	
9.251329e-03	9.070300e-01	
3.382881e-02	8.186315e-01	
3.672920e-01	3.967236e-01	
1.632437e-01	5.981922e-01	
8.120073e-01	1.008921e-01	
7.880657e-01	1.141183e-01	
9.068195e-01	5.047978e-02	
7.400336e-02	7.305353e-01	
1.239544e-02	8.912566e-01	
8.029723e-01	1.065184e-01	
2.422346e-01	5.102325e-01	
9.665473e-01	2.060188e-02	
4.774806e-01	3.108083e-01	
2.900624e-01	4.635345e-01	
6.742588e-02	7.439194e-01	
9.472365e-01	3.117292e-02	
4.019362e-01	3.681991e-01	
1.445820e-01	6.220082e-01	
6.051122e-01	2.252673e-01	
3.578546e-01	4.039376e-01	
9.112039e-02	7.005432e-01	
9.789418e-01	1.209780e-02	
4.345264e-01	3.434686e-01	
2.675166e-01	4.851635e-01	
1.367657e-01	6.331206e-01	
7.470452e-01	1.373718e-01	
9.551575e-01	2.427012e-02	
8.938303e-02	7.050506e-01	
5.293173e-01	2.740544e-01	
3.230623e-01	4.338761e-01	
7.791511e-01	1.206661e-01	
4.087727e-01	3.623482e-01	
7.204778e-01	1.538726e-01	
2.617205e-01	4.913465e-01	
5.761387e-01	2.431148e-01	
1.514215e-01	6.134698e-01	
7.180926e-01	1.547656e-01	
1.162088e-01	6.614958e-01	
1.574458e-01	6.073018e-01	
4.608772e-02	7.885371e-01	
4.625624e-03	9.356404e-01	
3.006668e-01	4.536217e-01	
3.898533e-01	3.777744e-01	
8.828551e-01	6.192325e-02	
6.168088e-02	7.547736e-01	
3.125535e-01	4.426277e-01	
5.957255e-03	9.252172e-01	
1.286998e-01	6.442209e-01	
5.050821e-01	2.919809e-01	
1.210376e-01	6.544440e-01	
8.747052e-01	6.618834e-02	
5.680992e-01	2.486665e-01	
2.867813e-01	4.750078e-01	
7.598437e-01	1.312041e-01	
4.745864e-01	3.132125e-01	
2.499950e-01	5.019887e-01	
2.548549e-01	5.001482e-01	
8.919582e-01	5.754194e-02	
8.272651e-01	9.275349e-02	
5.377128e-01	2.688247e-01	
8.978431e-01	5.463385e-02	
6.111354e-01	2.209602e-01	
2.775959e-01	4.759816e-01	
8.677857e-01	7.014533e-02	
9.787238e-01	1.216305e-02	
