9.998369e-01	9.277364e-04	
9.628510e-09	1.001782e+00	
5.370596e-01	2.684825e-01	
3.248511e-01	4.365972e-01	
1.880624e-01	5.681646e-01	
1.524292e-01	6.114465e-01	
1.724891e-01	5.871054e-01	
9.070754e-02	7.014155e-01	
2.607670e-01	4.915492e-01	
7.259009e-01	1.496599e-01	
3.665261e-01	3.969312e-01	
8.748626e-01	6.611425e-02	
7.588534e-02	7.267257e-01	
8.569649e-01	7.582642e-02	
9.210973e-01	4.153131e-02	
5.908212e-02	7.625966e-01	
3.854506e-03	9.403351e-01	
7.003722e-01	1.650378e-01	
3.017492e-01	4.526679e-01	
3.533033e-01	4.075425e-01	
7.766773e-01	1.207935e-01	
7.609508e-01	1.304168e-01	
1.629003e-01	5.983993e-01	
6.714836e-03	9.209746e-01	
9.915820e-03	9.020111e-01	
6.704203e-02	7.435405e-01	
5.180874e-01	2.821126e-01	
2.246084e-01	5.281293e-01	
4.039642e-01	3.673998e-01	
6.778871e-01	1.783329e-01	
9.091980e-01	5.409234e-02	
1.308737e-01	6.408391e-01	
7.891701e-01	1.131329e-01	
2.407743e-01	5.106634e-01	
1.207578e-01	6.545370e-01	
8.421535e-01	8.361909e-02	
3.815519e-01	3.839717e-01	
1.410734e-02	8.839993e-01	
6.486546e-01	1.968720e-01	
4.784796e-01	3.101728e-01	
6.624716e-01	1.920937e-01	
5.776257e-01	2.412949e-01	
2.131891e-01	5.397403e-01	
5.935355e-01	2.310889e-01	
5.124495e-02	7.759703e-01	
1.380723e-01	6.299083e-01	
9.863552e-01	7.887091e-03	
7.449529e-01	1.382523e-01	
1.088621e-01	6.722529e-01	
4.998470e-01	2.944546e-01	
4.601319e-01	3.232435e-01	
9.366500e-01	3.319250e-02	
8.022586e-01	1.072469e-01	
5.564352e-01	2.554789e-01	
1.991630e-01	5.556979e-01	
9.572881e-01	2.435605e-02	
4.425271e-01	3.365972e-01	
5.564352e-01	2.554789e-01	
1.013007e-01	6.849881e-01	
3.345587e-01	4.245046e-01	
4.378637e-01	3.449906e-01	
8.243557e-01	9.302876e-02	
4.916665e-01	3.001699e-01	
3.489156e-02	8.179414e-01	
8.904041e-01	5.774952e-02	
9.719589e-01	1.580383e-02	
5.123308e-01	2.862128e-01	
2.872505e-01	4.659951e-01	
1.145696e-01	6.635582e-01	
4.683195e-02	7.856696e-01	
7.067469e-04	9.761992e-01	
7.125547e-01	1.576834e-01	
6.003844e-01	2.273627e-01	
3.932216e-01	3.778942e-01	
4.541000e-01	3.274875e-01	
2.981222e-01	4.567278e-01	
8.331547e-01	9.088967e-02	
9.647159e-02	6.927741e-01	
1.725255e-02	8.706973e-01	
2.866392e-02	8.326975e-01	
6.370441e-01	2.036861e-01	
1.935264e-02	8.626929e-01	
8.976678e-05	9.917178e-01	
5.783567e-01	2.408574e-01	
6.107461e-01	2.198098e-01	
7.356208e-02	7.345784e-01	
4.258614e-02	7.967422e-01	
2.684509e-01	4.839341e-01	
6.708659e-01	1.824799e-01	
1.663674e-03	9.639815e-01	
7.479053e-01	1.369141e-01	
4.816131e-01	3.080343e-01	
2.821526e-01	4.708157e-01	
8.951029e-01	5.541375e-02	
9.765206e-01	1.292309e-02	
4.146670e-01	3.581996e-01	
2.735307e-02	8.369322e-01	
4.244397e-01	3.508377e-01	
6.202091e-01	2.150574e-01	
9.997476e-01	1.293036e-03	
